label	content	text2
0	How do you know if a shy man is interested in you.?What is the body language. Is there eye avoidance. Why is there eye avoidance. Are there other signs. What are they feeling. If they are shy and have trouble opening up how can I make them feel at ease.a big smile then he looks away or down when you smile back.	
9	Do you believe in abortion?Are you pro-life, pro-choice, or both?Only in the cases where the abortion is absolutely called for.  You know, in cases where the child is determined (pre-natally) to be severly deformed, or severely retarded, etc .  Other examples might also be when the fetus will be born with low IQ, or black, or gay, or ugly, or a mexican born in the US, some fricken hillbilly.	
6	"why is it called the ""black dahlia"" murder? The victim (Elizabeth Short) was called the Black Dahlia because while she was alive the movie The Blue Dahlia came out starring Veronica Lake and Alan Ladd. Some of the servicemen started calling her the Black Dahlia because her hair was so black and she dressed in black lacy clothes."	
2	"I am looking for clinical trials (AD - alzheimers) in Texas that accepts Chinese patient. Thanks a lot!? Go to the website: www.clinicaltrials.gov then type ""Alzheimer, Texas"" in the ""Search Clinical Trials"" box and press the ""Search"" button. You will be presented with a list of all Alzheimer's clinical trials in Texas. Usually, no company would want to discriminate between races (because they want you to participate!), so being Chinese is not a problem in entering clinical trials. Good luck."	
0	What is the name of the leafy crown Roman Senators and Caesar(s) wore?It is also seen around countless crests or emblems like the picture at (http://www.sjs-sewickley.com/files/clip%20art/SJShield.jpg).It is a Laurel Wreath.\n\nlaurel wreath as a mark of honor, fame, glory, distinction or victory.\n\nIn Latin it is the laureates, from laurea, the laurel tree, from laurus, the bay tree, laurel\n\nOriginally was a Greek thing and was THE prize as the winner of the Olympics.	
2	Is Honey or Fructose (fruit sugar) healthier than or the same as normal Sugar (sucrose/cane-sugar)?I like something sweet e.g. in my coffee or on cereals... I've heard normal sugar isn't healthy, should i just use Honey or is it the same thing?\nHow do these affect ones body?\nIs Honey healthier than fruit-sugar(fructose)?\nWhy?\nI dont like or eat artificial chemical sweetners..Another natural product to look into is stevia, which is extremely sweet. A tiny pinch will sweeten an entire cup of cofee, and it avoids all the chemicals.	
1	how much do the two balls in th square overlap on the x axis? Is there a formula for this this type question?Assuming that the diameter of each ball is one meter.\nAs seen in this picture\nhttp://www.inf.u-szeged.hu/~pszabo/Packings/Circles2.htmlThe centers of the circles are 1/2 m in from the side of the square. The small square has a diagonal of 1 m. The side of that square is sqrt(2)/2 m. \n\nThat makes the side of the large square 1+sqrt(2)/2.\n\nLet x be the overlap, then 2 - x  = 1+sqrt(2)/2\n\nx = 1 - sqrt(2)/2	
7	"I am looking for Hitchcock movie THE NURSE,at least thats what she thought it was.Thanks.? There is no ""The Nurse"" by Alfred Hitchcock but in a film of his there was one when a ""killer nurse "" was on the run and it ended up being a man."	
4	what is the best strategy to gain points faster in yahoo! answers?using this best strategy, how long would it take to have 25,000 points?Answer everyones wuestions, be a good member, and start point-gaining posts like this to quickly choose best answers ;)	
4	what is .tmp format and how may I open it in Email? BellSouth will not open it.? .tmp files are temporary files generated by programs as they run and can usually be safely deleted. The format will depend on the program that created it. You may be able to read the contents of the file in a text editor, but this is not guaranteed.\n\nSee the second item on the page below for some info.	
1	articles on the reflection of light? Check these out.  The first two are pretty basic; the third gets into the electrodynamics of it and is more advanced, but at first glance it doesn't seem like it does a very good job of it.  I hope these help anyway, though.	
5	What do you think the best sport is? Answering questions on yahoo.. ok not a sport\n\nHow about watching football... ok thats a spectator sport. Playing is only for the young so probably can't be the best unless you are remembering the good ol days.\n\nSnorkeling... ok that's recreation, how bout snorkeling in shark infested waters..\n\nMy kid says' bowling\n\nAll night Texas Hold em with lots o beer followed by a morning hunting trip.. not sporting for the game but sure is fun.	
1	"what are sneakers made out of? They are called ""sneakers"" because they make far less noise when walking then do leather-soled shoes.  You can sneak up on someone.  Originally the soles were soft rubber and the uppers were canvas.  Now leather may also be used in the uppers.  Gymn sneakers were required by most schools to play on basketball courts because the rubber soles would not scratch the highly polished varnished floors."	
1	"Why would earth's magnetic North pole be a south pole of a bar magnet? The earth's magnetic north is attracts the end of a magnet that is called north customarily. And since the north end of a magnet is attracted to the south end of another magnet, the ""magnetic north pole"" of the earth is actually a magnetic south."	
0	Ok did everyone survive Friday the 13th? Anyone have anything odd or eerie happen to them? Yeah, I broke my nose tring to kickflip some stairs, then I missed a flight, and then the worst thing I missed my favorite Show The O.C!!!!!!!!!!	
8	What makes friendship click?How does the spark keep going?good communication is what does it.  Can you move beyond small talk and say what's really on your mind.  If you start doing this, my expereince is that potentially good friends will respond or shun you.  Then you know who the really good friends are.	
2	"what is the best male enhancement pill to use? A better alternative to pills is a medical traction device.\n\nI have gained permanently 1.5"" length and 1"" girth since June 2005 through the use of an Andro Penis medical traction device and PowerJelq for exercises. \n\nUse the Andro Penis device 4-9 hours per day for 3-6 months. You will have time-linear flaccid and erect gains. The flaccid gains appear first.\n\nThis method is natural based on traction increasing the blood carrying capacity of the spongy chambers in the penis."	
7	what is the most liked show on tv? Based on ratings for the week of Jan 16th, 2006 (The best gauge of what most people are watching, which follows logically that it would be the most liked):\n\nBroadcast TV:  American Idol\nCable TV:  High School Musical\nSyndication:  Wheel of Fortune\nAmong Blacks:  American Idol\nAmong Hispanics:  Piel de Otono	
0	"Another millennium, if the past one was the last one? Go figure! What did converted Peter say?A 1,000 yrs [is] as 1 day: Ps 90:4\nAND 1 day as a 1,000 yrs: Acts 12; Rev 20\n""which things are an allegory"": Gal 4:24\n\nLast millennium had two false/true endings:\nY2K - false ending (fear prophecies failed).\nNot to mention countdown began 3 1/2 yrs earlier.\nSo now too late for all pre-mid-post trib raptures.\nOnly plausible thing now is ""endure"" unto ""the end"".\nHe that endureth unto the end, the same shall be saved(only).<*> Not two jesus' but two natures of jesus the god man."	
8	she says i love you now,but ill love you more after time passes on,is it right?does this kind of love last for ever?I think that there is a positive and a negative way to read this answer.  If you were having a good, romantic conversation; then I would believe her.  True love only continues to grow in a relationship as time passes and you learn more and more about that person.	
4	How does DVD Ripper work? A DVD Ripper is a program that converts DVD-video from a DVD (MPEG-2) to another format to store it on the PC.\nMostly the format is MPEG-4 (DivX, Xvid...). The video is compressed to a much lover size, mostly to fit on 1 or 2 CDs, but this depends on the properties you choose when ripping.	
0	What is your favorite Cliche? if women tried to be assertive, they are tagged as nagger and if they tried to be aggresive in sex then they are nymphos and if they don't want to get involved with men then they are lesbians and if they were born with a female gender then they will be forever cursed in this so called society...	
8	how do u get from a shy guy to a good personality ladies man? Be confident and be yourself.  Another option is what James Bond movies, he is smooth with the ladies.  Remember that he is always confident with the ladies.  More modern comedy movie, Hitch.  It has a few pointers that are fun and educational.	
5	why was roberto clemente being honored at three river stadium ? To add on to what the guy above me said... He was a great humanitarian, and a great embassador for Latinos. Even though he was the 18th Latino to play Major League Baseball, He was the first to stand up against the prejudice and racism that existed. God rest his soul.	
2	How much urine do you need to collect to test for UTI?I think my 2 year old may have a urinary track infection. We need a sample but we've only been able to get a few drops. Will that be enough? \nTIAyou only need a few cc's	
5	Whom do you rate as the best bowler of all times and why ? Shane Warne of Australia\n\nNot just because he is the highest wicket taker in the world, but more because of the fear and uncertainity that he struck in the Batsman's mind\n\nIt is always great to have a bowler like that on your side because all the rest of the Blowers get to take advantage of the fear that your main strike bowler causes in the opposition	
8	wht do u do?wht do u do if you dated your best friends and then u guys broke up and wht if u are not over him but u have to let go because he has a girlfriendur friends u will eventually let go because u want the best for him its ok to feel something just continue down the road of life good luck	
5	who is the nba leading scorer? The NBA all-time leading scorer is Kareem Abdul-Jabbar with 38,387 points, Karl Malone is second with 36,928, and third is Michael Jordan with 32,292.  The leading scorer so far this NBA season as of 2/3/06 is Kobe Bryant.	
6	What does it meen to take a cold shower? If you become noticibly aroused by another person someone might tell you to take a cold shower in order to cool yourself off.  it is of course a figure of speech	
6	"What is Kamikaze? Kamikaze (神風) is a Japanese word, usually translated as ""divine wind"" — which came into being as the name of a legendary typhoon said to have saved Japan from a Mongol invasion fleet in 1281. In Japanese, the word kamikaze is usually used only for this typhoon. In the English language, kamikaze usually refers to suicide attacks carried out by Japanese aircrews against Allied shipping towards the end of the Pacific campaign of World War II."	
8	what do u think of online relationships with someone accross the ocean? i think you should get a plane ticket and go see him!!! i've had a bunch of long distance relationships, and it was hard not  to see them, if you guys love eachother after two years...then save up and go for it!	
2	What causes old people to blink alot?Is this some nerve condition?Generally, elderly people see a decrease in tear duct productivity, so their eyes dry out more quickly than will younger people.  For this reason, they find the need to blink more often to rewet their eyes.	
1	when is the next full moon? This depends on where you are in the world a bit.\n\nBut roughly on December 15th. \n\nThe moon will rise in Los Angeles on that date at 4:40pm (sunset being at about the same time. The moon will have been full for some hours earlier but not visible in Los Angeles any earlier. \n.	
8	Do guys really like girls who speak their mind? Guys respect gals who speak their minds. Although this type of girl might seem like a threat, she actually is a challenge and more interesting to be with. However, if the gal is speaking her mind in a negative and critical way it may not be so cool. It is generally the gals who respect themselves who do speak up and let the chips fall where they may.	
7	I want to know what ever happened to the kids on the show called small wonder?Vicky was a little girl, but she was a robot, and she always wore the same out fit. A red dress with a white apron. I use to like that show as a kid.Small Wonder starred Tiffany Brissette as Vicki and ran from 1985-1989.  20th Century Fox owns the rights to the show and currently has no plans to release the show on DVD.	
7	Are someone watching One Tree Hill?  What you think about it? What actor you like most of all?Do you think that it is good or bad? Interesting or boring?i've seen only half of one episode. i think it's the same as all the other teen soap operas. but i would have to say that chad michael murray is my favorite (since that's the only actor i know from that show!)	
6	what is the best practice done in marketing? (Radio)\nIf the product is new, you must say the name, i.e. product, website, person, (whatever you want the customer to remember) an incredibly annoying amount of times for the first couple of weeks, then you can be more generous to the potential consumer.  \n\n(TV)\nI feel that funny commercials are the best way for me to remember a product.	
3	Why is it when you go into an 80 degree bath it's cold but when it is 80 degrees outside you are warm? It mainly has to do with how fast your body gets rid of heat to the surrounding medium. Water can whisk heat away from your body nearly four times faster than air, so it feels cooler to your body. Also, a factor with air is going to be humidity. The more humidity in the air, the less sweat evaporating from you skin and thus the hotter (and stickier) it feels.	
3	Taoism?...?I am taking a college level course on religion and I was assigned to a group that will research Taoism. I know a bit about Taoism but would like to know if anyone has a great website or a few that would be helpful in my journey through this...Thanks in advance!Theres this book that could help--the tao of pooh\nIt anylizes taoism using the winnie the pooh characters.	
4	How do I get rid of 'magnet spots' on my monitor?My kids put a magnet on my monitor, and now I have purple splotches on the screen.  How do I get rid of them?Any older monitor with no degauss feature can be degaussed cheaply - often for free - at a TV repair shop.  But good luck finding one of those these days.	
7	how much do you like harry potter??? rate ur answers from 1-10 (1-smallest, 10-biggest) ? 10 being the biggest?  You mean I can't go over that?  Ok.  11.  I refuse to give it a lower rating.  (I'm one of those obsessed lunatics that everyone's afraid of.)	
1	Why does rubbing alchohol remove permanent ink from plastic surfaces but whiskey doesn't? Water content in whiskey is too high. Even cask strength whiskey rarely exceeds 60%, while rubbing spirit will be 80%-95% alcohol.\n\nAlcohol acts as a lipophile (fat-loving) solvent only when there isn't too much water to emphasize its dipol nature. Permanent markers use lipophile solvents and don't solve in water.	
7	"i'm looking for lyrics for the song ""hymn for those left behind"" - somebody???this song is from the original soundtrack of the movie ""latter days"",the singer is Shanon Moore, i really love it but i can't find the lyrics...\nso if you know where i can get them online... thanks!!!check letssingit.com or lyrics.com"	
4	how do you put a music video on ure xanga and wher can u get the file from? First find any free file storage place and then make and html code using frontpage or notepad and then paste it in your xanga profile.	
7	How do you put songs from your iPod into iTunes? you can't transfer data from I'pods. \nIf you click on my computer while the Ipod is plugged in, you will see the device.  You can drag files into the Ipod that way and then transfer them off later, but they will not be playable in the IPOD, you are just using it as a storage device that way	
2	How much does is a plane fair cost,from Hamburg to Malaga,for three days?how can someone staying in germany,if he or she wanted to travel to united states of america,may be the person wanted to go and stay there,what are the regulation and orders he will needTry www.traveljungle.com - this checks flights for all airlines including budget ones.	
4	Some of DVD's never run on my PC, and their files never be shown. What can i do? maybe your computer doesn't have a DVD drive or it may be because the DVD players on your computer can't play that DVD	
3	how important is sex in a relationship and how important is penis size in that sexual part of that relationshi Sex is important.  How important varies.  Penis size has little to do with a healthy sex life.\n\nIf a woman's vagina is large, it is not becasue she has a lot of sex.  Some women have larger vaginas than others, just as some men have larger penises than others.  Most women acheive orgasm through clitoral stimulation, and the penis has very little to do with that.	
5	do you think Mike and the Madd Dog are overated?I sorry but i don't know where else to put this question since mike fanicesa is a ny yankees fan and chris russo is a sf giant fan.Mike and the Mad dog are WAY over rated. I can't stand mad dogs nasal voice and he never shuts up. I like Sid much better. I am not realy a sports fan so to speak. One of my co wrkers listens to the WFAN and I can hear his radio. I prefer talk radio.	
8	what is the best revenge for an ex husband debt beat dad that wants to make your life as a single mother HELL! hire a private detective to set him up and find out stuff he does that may be illegal\nblackmail him\nget him fired at work\ngo back to court and make him pay more or get him arrested for not paying\nget a restraining order on him and ask the judge if you are going to just be another statistic of abused and dead wives because he is a mean ex-husband.	
6	WHERE DO MUST KIDS GO TO HANG OUT IN WILLIAMSBURG?LIKE GANGS AND  PEOPLE WHO HAVE RUN AWAY FROM HOMEActually, it's probably not a good idea to hang out with gangs and runaways.  Now choose a best answer and let's do something else, OK?	
7	What are the names of the Harry Potter movies, in order? Harry Potter and the Sorcers Stone\nHarry Potter and the Chanber of Secrets\nHarry Potter and the Prisinor of Askaban\nHarry Potter and the Goblet of Fire(sad)\nComing soon:\nHarry Potter and the Order of the Phoenix\nHarry Potter and the Half Blood Prince	
8	How do you tell if a guy likes you or not?Even if you have never talked to him. and what if you are young like in Middle School?If the guy likes you he'll go out of his way to be around you and talk to you.	
7	Reverse Lyrics Search Engine?Where is a good website to do a reverse lyrics lookup (I have lyrics of the song, need to know the name?)Just type the lyrics in quotes and search on Google.  That's how I do lyrics searches.	
3	what does underhöll means? in what language? It's Swedish.  The definition depends on the sentence in which it appears.  \nTranslation of: underhöll \nmaintain, keep up \n\nExamples\nhuset är väl underhållet---the house is well-maintained. (in good repair) \n\nEnglish translation\namuse, entertain \n\nExamples\nhan underhöll sina syskon med cirkuskonster---he entertained his brothers and sisters with circus tricks.	
6	Do you think that President Bush sucks?  Why or why not!?i dont agree with him at all.  i was just curious about other peoples reasons to like him or not like him.I don't think he has the interests of our country in mind when he makes decisions. I don't think he is a bad person per se, but maybe not too bright.  I think there are greedy, power-hungry people telling him what to do, and in his attempt to win their approval,does their bidding	
3	what is the process to get oil from mirco-algae? You don't get oil from algae, you get oil using algae.  As in, to eat away certain barriers (types of rock, sediment, etc.) or to mix with some of the metabolites to purify the oil.	
3	Is there a compatability test for a man and a woman? If so, will the variables change as the age? Yeah, it's called marriage.  The variables will change as they age due to kids, jobs, mortgages, and putting up with each other's crap for so many years.	
9	extreme hardship evidences?My wife ( an american citizen) has to provide for the american consulate in Vienna evidences for extreme hardship in order for the consulate to issue a visa for myself.What exactly she needs to do?Go to www.gowda.com or call (248) 932-0630 ... This is an immigration law firm. Mr. Amarnath Gowda and his associates will have the answers you need or can direct you to someone who does..	
1	what is an example of evaporation? every few weeks, we have to refill the fish tank at the house with at least a couple of gallons of water. It is always worse in the winter when we run the heat, than in the summer when we keep the house cool. where does the water go? evaporation.	
4	how can i get my camera photos from my motorola razr phone to my mac laptop? As far as I know you need Mobile Phone Tools\nby Motorola. (About $50) I have it, however\nI never used the disk on my iMac.\nIf there is another way, I also would like to know.	
8	how can i love to a woman on chat? when chat with her alot and know and like her very mach you will love her ,\nI have seen many people who loved each ather and get marriage from a chat .	
7	What are Articulation Markings? google doesnt help? They are symbols (markings) in sheet music which tell how the notes are to be performed (especially from one note to the next). Some common examples are staccato (short with ample space between) and legato (long with no real space between).	
8	wat is the best age to loose virginity? My wife was thirty-five. she commited to the concept of virginity until marriage when she was a little girl, and amazingly she acomplished exactly that !! Now, if you are going to make a choice in your life you should always look into the pros and cons of an issue, and then make the soundest choice you can based on those researched facts. Be very careful not to allow your emotions to tempt you into something you're not prepared to handle long-term.	
2	How can a man and woman have a boy instead of having a girl? Have the woman stand on her head with chicken bones between her toes while the man spins around yodeling and throwing split peas.  This must be done for a full 5 minutes before having sex.\n\nIf you are able to have sex after doing this, you deserve whatever you desire the baby to be.	
5	how can you catch catfish in very cold water?Specifically in the 30 to 40 degree rangeA. Very smelly bait placed in the close to the fish.\nB. Some luck with drifting nightcrawlers piled on hook.\nC. Lots waiting for a fish to slowly move to statonary bait.\nD. Only fish in the isolated shallows where sun has exposure most of the day and can warm the water slightly over the main water temp.	
5	How can I train myself to do the splits? You need to stretch a lot.  Then sit in that position.  Start out with 30 seconds at a time and work your way up.  It takes a very long time though.  I was a gymnast, and it took me a few years before I could do them comfortably.  Be patient.	
9	what are the alternatives to imprisonment for violent criminals who are repeat offenders? There are no alternatives. If you are a repeat offender you will go back to prison. Judges do not give light sentences or alternative sentences to repeat offenders. Sorry. Do the crime you will pay the time.	
0	How can Universal brotherhood achived in world? Universal brotherhood can only be achieved if individual religions are laid aside.  They tend to divide rather than unite people.  If we can all agree to covenant to one God, the Creator, it would be the beginning.	
8	what shall i tell my wife as new year's resolution? tell her that she is your new years resolution and that everytime you look at her that it's a new day(year) and that keeping your love strong is all you will ever do for her unless she wants otherwise!	
0	two entries of name of a king from the middle ages? William II of England, Any number of Luis kings of France, Charls V of Spain. take you pick.\n\nSalamon and David were not from the middle ages, if they existed at all.	
8	My ex-girlfriend used to take off her shoes after work and stick her weaty foot in my face!?Has anyone else had this happen to them? Sometimes her feet smelled terrible, sometimes sweet!Did you get off to it?\n\nDid you tell her to stop, is this why she is your ex?\n\nDid your put anything smelly in her face?	
9	Why do we have to have war i mean seriously.?Why do we have to have war i mean seriously.Hmm...well seeing as this question isn't specific to IRAQ (stupid other people in here...) I'd have to say that it is because of people who think that violence is the solution to everything. Unfortunately, there have always been and will always be these people in the world, whether we like it or not. Stupid violent tendencies...	
7	Looking for any info on loops etc. I'm a musician going solo?I have hammerhead. Do you know of any others. Also, what is the best software and interface to use for this?I use FL Studios its got a lot of samples, plugins, and effects. I'm quite fond of it and i'm persueing my musical career with it, alls i &#92;&#92; I need is a dope rapper. Also i can make really good Techno.	
8	is there any women in pelzer looking for a good guy ? I'm sure there are.  To find them, participate in a hobby you are interested in.\n\nYou want someone that likes similar things...be it horseback riding, watching football, or whatever.\n\nGood luck!	
7	"Where is the best place to find songs?I take hip hop and there is this song i can't find anywhere! I think its called ""soldier"" but i'm not sure. It is preformed by a female group and i know its not destiny's child's soldier. I need all the suggestions i can get please help! I have already tried google and dogpile.itunes"	
8	So there's this guy in my history class who I like, and I found his mypace and his screenname...?So should i IM him, or would that be kinda stalkerish?  I think he likes me so it wouldnt be like im some desperate person, but I just wanna know if that would freak a guy out.Can't hurt to talk to him!	
9	Who is the current president of south africa? Thabo Mbeki\n\nOn June 2, 1999, Mbeki, the pragmatic deputy president of South Africa and leader of the African National Congress, was elected president in a landslide, having already assumed many of Mandela's governing responsibilities shortly after Mandela won South Africa's first democratic election in 1994.	
0	"Why are some people afraid of homosexuality? I believe this is largely due to ignorance.  They think they can ""catch the gay"" or that if they hang out with gay people, they will suddenly ""turn gay.""  It also has to do with some religious fanatics and their teachings.  Last, but not least, some people are afraid of what they don't understand."	
0	If an Ad said 18 kt yellow Gold mens wedding band GP! Does it men it is real?, How much should you pay for it? The GP in the ad most likely refers to the fact that it is 18kt Gold Plated, meaning it is not solid gold. As far as how much to pay for it, look for similar items on websites such as ebay, overstock.com, etc. to get a guideline for what used, plated jewelry is going for.	
7	who likes the tv show alf? OH MY GOD I LOVED THAT SHOW!  The neighbor lady always cracked me up - making sculptures outta food so they resembled Alf.  He has (or at least had) a talk show on TV Land.  Also, they put out some seasons on DVD.  HAven't bought them cuz they're still kinda expensive.	
9	If you find a baby on your door, where should you take him? What institution takes care of him? Many states (such as NY) have laws that allow mothers to drop off an unwanted baby at a firehouse or a police station.  No questions will be asked.  Its to prevent people from dumping unwanted children in the trash or just abandoning them someplace else unsafe like the bathroom in a fast food restaurant.	
4	"Is answerbag.com better then Yahoo! answers?I know Yahoo! answers is still in beta, and i think its really cool, but does anyone have experince with answerbag.com?Yahoo has a HUGE user base.  Eventually it should overtake just about any other free answer site, just on sheer size alone.  However, it may eventually be overrun by ""what is love"" type questions."	
3	what does sic mean? Abbreviation (Latin ‘thus’, ‘so’) sometimes found in brackets within a printed quotation to show that the original has been quoted accurately even though it contains an apparent error (‘she wrote threatening to charge me with assult and batery [sic] if I did not apologize’).	
5	Should the Luxury Tax be eliminated - NO more going over the Salary Cap? Yes, The lack of competitiveness is killing baseball. When you have one team with a 205,938,439 and other with only 36,881,000, how can you expect those two to compete with each other?	
9	why world against about nuclear in iran but israel have wippon of nuclear? The answer is that we live in a real world, not a theoretical argument one.\n\nReality check (be honest): Do you want Iran to have nuclear weapons?\n\nReality: Israel already has nuclear weapons, so you can't take them away.	
4	if win 95 has Net Meeting, then what is the same function program in win xp?what is the program in win xp that is using web cam or pc camera?Netmeeting is also available for windows xp.  It comes with windows xp but it is somewhat hidden...just install the latest version to find it: http://www.microsoft.com/windows/netmeeting/	
9	Should marijuana continue to be decriminalized for safe medical use?When grown organically and admintistered properly is quite safe yet may be abused by certain individuals.Yes, in fact, drug laws are largely ineffective anyway.  I don't think anything in the constitution gives the govt. the power to control these decisions, which should be decided at the state level. In the case of medical use, what is the risk?	
9	Can I sponsor my son's fiance to come here from Dubai? If he doesn't make enough money you would have to show that you can do it.  Have to make a percentage above the poverty level for the amount of people in the house plus the fiance.	
2	what relieves a migraine?need to know what relieves a migraineturn off the lights in your bathroom and take a bath as hot as you can stand it. this works excelent for me. but sometimes if i dont stay in the tub long enough  my headache will come back. stay away from lights and tv. and do not sit in front of your computer. sitting in front of your computer will make the headache worse from making your eyes adjust to the small screen and the light from the monitor doesnt help either.	
1	what is 3n - 16 <or = 8n + 29?and if someone is going to write a math problem for the answer dont plan on getting any stars =)3N-16<8N+29 MOVE THE 3N OVER WITH THE 8N THEN YOU SHOULD HAVE -16<5N+29 ...THEN MOVE OVER THE THE 29 SO -29-16< 5N ....THE YOU HAVE -45<5N THE DIVIDE 45 BY 5 AND YOU GET -9>N IF YOU DO IT WITH ADDITION YOU DO IT THE SAME WAY BUT YOUR ANSWER WILL BE -9=N	
6	I think I Like My Bestfriend......But she's not a Guy... Am I Bi? Possibly.\n\nIf you are attracted to guys, and also attracted to girls, then yes your bi :)\n\nAnd, by the way, congratulations :)  There's absoutly nothing wrong with being bisexual :)	
4	Do internet service provider's browser always cause a problem?I was just wondering if it was true or not, because I seem to be having a lot of problems with mine.I'd avoid using it in general, there is no need to.  Usually they are all different flavors of Internet Explorer, with modified code in favor of the service provider.  I recommend using an non-Internet Explorer browser.  I strongly reccommend downloading and installing Mozilla Firefox 1.5.  It's free, and available for download at www.getfirefox.com.	
9	"CHILD CUSTODY LAWS WITHOUT MARRIAGE?HOW DO I GET CUSTODY AFTER OTHER PARENT ALREADY HAS CUSTODY FOR A YEAR?Consult an attorney in your state.  The most important consideration is that the Court will both assign child custody and re-visit child support on the basis of the standard ""best interest of the child.""  In short, you will need to show that placing custody with you, and not with the other parent, is in the best interest of the child."	
3	What walks on four legs in the morning, two legs in midday, and three legs at night?Think closely to this cool trivia/riddle, I was totally puzzled at first too... the answer is really obvious once you know what it is...The man\n\nfour legs in the morning of the life (while baby, feet and hands), two legs in midday of the life and three legs at the night of the life (two legs and a cane)	
0	Does freewill exist?If everything happens according to god's plan, at what point does freeweill exist?Free will throws God's plan out of whack.  I.e. Adam and Eve eating the fruit wasn't in God's perfect will, so God went to plan B	
2	How do I get rid of bad breath? 1. brush after every meal 2. rinse& floss after brushing 3. don't eat foods with offensive odors 4. get tongue scrapper 5. see a dentist often your bad breathe may be due to gum desease also get any rotten teeth pulled!	
8	"how old do you need to be before ""going to the next step"" when dating? How long after dating would you wait? Realistically it's up to you. Luckily the girls get the say in the relationship and kind of give the 'go' signal whenever they are ready. Whether it's making out, sex, whatever, you need to make sure that you're ready and emotionally mature enough to deal with the consequences. Also, sex is like Pandora's box. Once you start having it, you won't be stopping, in this relationship or otherwise. Do what's best for you. Be safe! ;)"	
6	ive been separated from my wife for 20 years.. how can i find out if im divorced or not? Contact the clerk of court in the counties where she has lived, if their is a divorce they will have the record.	
3	what is meditation?i want to do meditation, but i do not know how to do it.It is basically clearing your mind of any thoughts in an attempt to perhaps obtain inner peace. Here's a great site to get you started: \nhttp://www.buddhanet.net/audio-meditation.htm\n\nIf you want to get more into Buddhism, I suggest brousing the entire site, it's a good reference for beginners!	
2	I would like to know how many weight watcher points I can have daily without meetings? If you do not want to attend meetings, you can join online at www.weightwatchers.com.  I have used the online tools before and I found them to be very helpful.	
5	The 5 rings of the Olympics stand for a color which can be found in all of the countries-who has only yellow?Obviously they wouldn't just put yellow in there for the heck of it, which country has yellow that does not have blue white(black?) red or green?Not quite. The colours represent the colours used in flags and there are lots of yellow in flags, to give you a few examples: Romania, Moldova, Senegal.	
0	"what does 'honi soit qui mail y pense' mean? where is it used? This is french for ""Shamed be he who thinks ill of it""\n\nOne of the famous places that it is used is on the British Royal Coat of Arms and Shield."	
5	can you watch live nba games on the computer? You can get highlight packages, and you can listen to live audio feeds, but you can't watch the games yet.\n\nExcept, of course, with a TV tuner card that allows you to watch a regular broadcast, cable, or satellite TV signal.	
9	"Are man's activities more destructive than constructive? on the whole, what man considers to be ""constructive"" might be considered by nature to be ""destructive"".  in order to build, something must be changed, or 'destroyed'.  it's a philosophical question, probably depending on your personal point of view (man vs. nature)"	
8	"Is it ethical to send a GREAT love poem to her when the feeling is gone?i sent my former ""love of my life"" (she broke up w/ me already) a REALLY GREAT poem about how i felt when we were together, but i dont feel that way (as described in the poem) anymore. Was what i did wrong?? shouldn't a poem be a free means of expression, but is saying something i dont feel anymore unethical?No way, Jade. You'd want to know AND you'd probably appreciate it. especially if it came with some communication."	
3	Where was George W. Bush born? He was born in New Haven, CT on July 6, 1946.  His family moved to Texas when he was 2 years old and thus considers himself a Texan.  He was raised in Midland, TX and Houston, TX.\n\nHe went to a boarding high school at Phillips Academy in Andover, MA and later attended college at Yale University in CT.  He also attended Harvard Business School in Boston, MA.\n\nThe majority of his life has been spent in TX.	
1	How do you find the force on a persons body when in a car accident into another car? use Newton's second law of motion. F=ma. force on an object(the car) is equal to the mass(weight)of the car times the acceleration(or in the case of an accident the deceleration).\nIt's harder to determine the force on a passenger because the seatbelt is designed to minimize the impact of an accident. airbags do too!	
8	who is the most sexiest music singer ever??!?anybody you tell me!female i say jennifer lopez she has a booty \nmale i say deangelo there is not a soul alive who couldnt help but drool when they saw that video how does it feel when he was naked	
9	what is the best way to finance a digital city project?I'm doing research for a university paper. Thanksdesigned, based on drawing make contracts lease or sell then go nearest property bank that can finance or simply find big invester that can buy project after you design	
8	can women get pregnant by having sex while not in a period? Every period is different but using the textbook number of 28 means your ovulation should occur around the 14th day after your period begins. Again, this date varies depending on the length of your cycle. Male sperm can live up to 5 days so making love between the 8th day and the 20th day holds the most risk. Overall, there is a 30% chance of pregnancy every time.	
1	Around what time of year does Alaska get 24 hours of daylight? And 24 hours of night? 24 hours of daylight : from 18th of June - 24th of June\n\n24 hours of night : 20th of December - 26th of December	
2	Do you have OCD(Obsessive Compulsive Disorder)?If so, what rituals do you do? If not, do you have some behaviors that relate to OCD?I have OCD, it is a real pain suffering from it! I have a problem with these unwanted ruminating thoughts that are hard to get rid of no matter how hard I try to get rid of them. I don't have a problem with rituals that much. I pray that the Lord will heal my mind once and for all from Obsessive Compulsive Compulsive Disorder and help me to get rid of the thoughts quicker.	
4	I keep geting popups saying that my registry is corrupted or windows have problems. Is this legit?These popups are blue and white boxes. I have up to date Norton,it says that everything is okNo, they are not legit.  They are pop up ads.  You can install a pop up blocker (Google Toolbar and Yahoo Toolbar come to mind) or use Firefox, which has pop up blocking built in.  For good measure, you could run spyware/malware removal tools such as Adaware or Spybot, among others.	
