label	text1	text2
0	poor jane austen . this dog of a production does not do her wonderful tongue in cheek novel any justice . starting at the top ... poorly adapted . the screenwriter deserves extra low marks for trying to -- come to think of it , i do n't know what she was trying for , but suffice it to say she missed the mark by light years ! ! couple that with all the over - acting and awful production values , this is one adaptation that should never have happened . it would have been far better if they	
0	italians movie - makers love to rip off american movies . all of our movies , and as often as possible . < br /><br />i'm not stating that as a slur against italy as a whole , but i would like to further observe that the italian film industry does itself great harm by allowing travesties like this to go overseas to be seen by the world at large . that 's all i 'm saying.<br /><br />and no more grave injury do the italian people subject themselves to than by not sticking a harsh penalty upon those who	
1	this short has all the elements of a great movie . every time i show it to friends ( on dvr ) they love it too . the dialog is so , ' real ' . the acting is superb . while the effects / props were n't as convincing by themselves , taken with everything else in the shot , they are expertly placed / used . the music is so haunting , perfect for this kind of ' moment ' film . people who hold dear their beliefs and thoughts are shaken to their core about what they	
1	this film is the most traumatising and painful horror film i have ever seen in my life . to know that this film is based on a true story and watching jeffrey dahmer(carl crew ) brutally murder his victims is enough to bring a tear to my eye . i admit this was a low budget film with not the best dialogue , however it explained why jeffrey dahmer was a psycotic maniac . as he was so selfishly / inwardly emotional his emotions and selfishness went so far deep into his brain that it resulted into him becoming a	
0	ah yet another seagal movie . in no less than a few mere months arrive to populate the video store shelves . as bad as submerged?no . but that is not saying much . like perfume on a pig.<br /><br />seagal is professional thief who wants to quit , but goes for one last job only to be double - crossed by his boss . he lands in prison and is befriended by a gangster who helps him to break out and seek payback.<br /><br />its good to see seagal finally not playing an agent , cop , or what	
0	"master plan : have the winning team in a deadly tournament . one of several martial arts action pictures that attempted to capture the flavor of the famous "" enter the dragon "" from ' 73 , this one is an effort from south africa . the villain 's stronghold is a bit different , appearing as a white castle - like fortress in the middle of the desert from a distance . the villain himself , a baron or general , is a slightly more perverse version of the "" dr . no "" or han mold of master"	
1	* * 1/2 elisha cuthbert , chad michael murray , brian van holt , paris hilton and jon abrahams . directed by jaume collet - serra.<br /><br />yet another classic horror film remade with dunder - headed teenage acting despite grizzly and creative deaths . based on the 1953 vincent price film house of wax where a maniac kills unsuspecting teenage hooligans and turns them into priceless wax figures . still with the fantastic set design to make the whole house into wax the movie is a typical classic horror remake like tobe hooper 's 1974 classic texas chainsaw massacre	
0	"welcome to the plan 9 from outer space of star trek movies . come on , trekkers , admit it . this movie is so bad , so staggeringly inept in every department , it 's become something of a classic.<br /><br />the shat gives the worst performance ever committed to celluloid . "" boones ! hi , bones "" brilliant ! this is n't just ham - it 's several large pig farms in kentucky ! < br /><br />the "" special "" effects . should be done under the trade descriptions act for using such a term ."	
0	"my daughter liked it but i was aghast , that a character in this movie smokes . as if it is n't awful enough to see "" product placement "" actors like bruce willis who smoke in their movies - at least children movies should be more considerate ! i wonder : was that intentional ? did big tobacco "" sponsor "" the film ? what does it take to ban smoking from films ? at least films intended for children and adolescents . my daughter liked it but i was aghast , that a character in this movie smokes"	
1	"one can not help but admire mike judge for his hands on "" i 've experienced that "" approach . with "" office space "" , almost anyone working a job could associate with the characters . "" idiocracy "" has exactly the same feel to it . one can easily appreciate the 505 years later experience of our heroes , because again , the director has tried to put things on a very human level . somewhat similar to woody allen 's "" sleeper "" , this movie is very funny . do not miss the deleted scenes as"	
1	if you want to really terrify people , choose the devil as your subject . after all , a good deal of the population believe that he is real . therefore you are plugging into a whole meaty swathe of pre - existing religious and mythological imagery . and bound to cause quite a few nightmares in your young audience.<br /><br />this episode had all the appearance of a hollywood blockbuster . in fact , having finished watching it i flicked over to another channel which was playing a recent bond film and quite frankly could n't split a hair	
1	the real life case of an innocent first nations chief(the indian ) by an winnipeg city officer(the cowboy ) is the basis of this tv movie . the actual case caused its fair share of racial tension in canada , a small scale martin luther king thing . the misjustice of first nations people is becoming a staple in the canadian cinema diet . what makes this film worth viewing is the focus on the family 's reactions . the father played by gordon tootoosis demands forgiveness and the brother played by eric schweig demands justice . the stars gordon	
1	nazarin is some kind of saint , he wants to live in life exactly how christ taught man to do . but it 's too late : now the catholic church is between the hands of a wealthy bourgeoisie , the bishops live in luxury and do n't give a damn about the poor and the sick . that 's why our hero ca n't follow the way his hierarchy asks him to follow . so he divests himself of everything , and on his way to purity , he 's joined by some kind of mary magdelene and a	
1	in this 4th child 's play film , chucky gets lucky . it 's very funny and there are some enjoyable parts . very good direction . not as bad as it could be . the best one in the series since the first . three stars out of four .	
0	just to save you the $ 3 , or whatever it costs to rent movies at your local video store , and the anguishing hour - and - however - long - this - movie - is here 's a simple plan . go over to a friend 's house , talk them into renting the pest for you , watch the first 30 seconds or so and then make up some excuse to leave . the opening sequence is really funny , definitely worth watching . unfortunately , the other 99 % of the movie is horrible . without	
1	"a real surprise . not exactly family entertainment from "" disney "" . some violence , lots of tense moments , and a great story , based on fact . the theme of "" night crossing "" is , determination wins . never losing sight of their objective , two east german families risk it all , in their daring balloon escape to freedom . the story is both harrowing and heartwarming . time is not on their side . the east german police are closing in and the outcome far from certain , until the very end . if"	
1	i´ve been able to see this great movie at the fantasyfilmfest in berlin and when i went out of the cinema i felt like being drugged down * g * ! i´ve really seen lots of movies and there are just a few i´d call perfect like fight club or koyaanisqatsi ! subconscious cruelty is now one of them ! half of the people watching it in berlin went out of the room and i can understand this absolutely because it can be a real shock for someone living in his / her perfect world day by day dreaming his	
0	"when hollywood is trying to grasp what an "" intelligent person "" is like , they fail so miserably , finding it hard putting words in the mouth of the purported "" genius"".<br /><br />right , any genius walks around trying to rub in his superiority at every instance . sure , they hang out in bars and pick fights  it 's not like they are ( generalizing wildly ) autistic nerds who never have a tan.<br /><br />plus , if you are a genius you know all about math and history and politics and of course you 're"	
0	"that is the answer . the question is : what is the single reason to watch this movie ? i loved her in "" my name is julia ross . "" that is one of the best films noir of all time . noir or whatever one may call it , it 's a very unsettling movie.<br /><br />she is fun in one of the worst major studio releases of all time , too . that would be "" the guilt of janet ames . "" this one has a spooky , promising title . it has a good cast"	
0	"a ridiculous movie , a terrible editing job , worst screenplay , ridiculous acting , a story that is completely ununderstandable ... <br /><br />if god was going to decide if movies should continue to be done , judging by this one , the entire world movie industry would now be dead ... <br /><br />a wonderful movie to show that cinema should not be done by people who "" think "" they can make movies.<br /><br />i am still wondering who are those two gipsy girls who show up in the movie for over half an hour , and"	
0	awful , awful , awful ... <br /><br />i loved the original film . it was funny , charming , and had heart ... this piece of junk has none of those things.<br /><br />reused jokes from the original film , stupid plots , bad animation , different voices ( with the exception of kronk and yzma ) that sound nothing like the ones in the original ( especially pacha ... * shudder*).<br /><br />the characters are off model , the animation is flat and boring , it 's just a bad job all around.<br /><br />and why is kuzco	
1	compared to battle of britain , this is a real film , with real characters and a real plot . battle of britain is basically a documentary with the occasional lawrence olivier and michael caine , but the real protagonists are the spits , the hurricanes , etc . here , on the other hand , you have two well - wrought characters ( actually three ) and a real plot . i strongly recommend it to anybody , even to those who are not particularly fond of war movies . it 's well filmed , and i wonder what	
1	" the dresser "" is a small but absolutely wonderful film , brilliantly acted by albert finney and tom courtenay . how in the world this tiny film attracted enough attention to garner five major academy award nominations back in 1983 is a mystery to me , but it 's nice to know the academy can be guilty of a display of good taste every once in a while ( of course , they gave the award that year to "" terms of endearment""-- after all , they do n't want to be accused of showing too much taste).<br /><br"	
1	"i 've been looking forward to seeing this film ever since i first caught the trailer , and i 'm so glad now that i have . it 's truly a wonderful film . the actors are superb , the writing is fresh and real , the whole thing was just spot - on . i love james mcavoy in this , and i ca n't wait to see him in "" the lion , the witch , and the wardrobe "" movie this december . romola garai is wonderful too . be sure to check her out in """	
1	a great movie . the movie was even better then the commercials put on . and believe it or not it was very very inspirational . i really think anyone who walks out of the movie at the end will be inspired one way or another.<br /><br />it was kinda corny at the very beginning , but quickly picks up . i laughed . i laughed very hard on some parts . the acting is basically above average , nothing special , but better then average . i can safely say it was the second funniest movie to come out	
0	"being a big fan of horror films and always manage to find something good about a picture , but this film just did not hold my interest or attention . this story revolves around a father and his daughter and a girlfriend , since his wife died a few years back . these people encounter a horrible situation in a town they stop off and visit and all the senior citizens in this town gang up against these people and almost kill them . this film reminded me of a film called "" children of the corn "" because it"	
1	sexy murderess tiffany ( jennifer tilly ) still yearns for a life of wedded bliss with ex - boyfriend , crazed killer charles ' chucky ' lee ray . after getting her hands on the mutilated good guy doll that last played host to his spirit , and doing a spot of repair work , she conducts a satanic ritual that returns his life to the toy.<br /><br />unfortunately for poor tiff , the reanimated maniac shows no interest in marriage , and so she traps him in a cage , with a bride doll for company . eventually ,	
1	" who will love my children "" saddest movie i have ever seen . definite 10/10 . released on tv in 1983 . movie has been released on vhs . dvd release is a must , sooner rather than later . mother dying of cancer , must find homes for all her children before she dies , because her thoughts are that her husband and father of the kids is not capable of caring for them once she has died . she manages to find homes for the children except one , a young boy whom is not wanted because"	
0	ok , let me start off by saying this is n't a horrible movie by any means . it 's just not good . i recall one poster saying the acting is n't campy it 's just nuanced . no . i 've seen nuanced japanese and asian acting . i 'm sorry , you 're wrong . this is camp.<br /><br />the characters are totally unsympathetic , the deaths are totally random and utterly meaningless . the writing is bad . i 'm fine with suspending disbelief , i 'm fine with not having everything handed to me in	
1	i remember seeing this film when i was 13 years old and i fell in love with it and i was a big fan of the film and the characters i adored . my favorite character was stacey ( heidi holicker ) , because she made me laugh when she showed no interest in fred ( cameron dye ) who really liked her and i was hoping that in the end that they would get together then her boring boyfriend , ralphie ( christopher murray)because he ignored her and hung out with his friends . i love the cast and	
0	although charlie chaplin made some great short comedies in the late 1910 's , others do n't quite make it . examples like his new job and shanghaied come to mind , and i would also the floorwalker in this category.<br /><br />charlie gets mistaken for a manager of a department store ( and vice versa ) . this manager tries to steal money from the cash register and make a run for it , and charlie is just an honest costumer but getting blamed for some missing objects , stolen by other costumers.<br /><br />there are n't many laughs	
0	"this movie should go down in the annals of fiefdom as one of the worst of all time . i will stop short of saying it 's the worst movie ever , only because i have yet to see every movie ever made . i can not make such lofty claims until then . the story is stale , the acting is horrible , at best , the "" special "" effects are no more than a couple of lbs . of dry ice and a fan . somebody must have been related to someone to get this movie made"	
0	"i was told jon was for awhile on spiritual experiences . i guessed the film will be interesting . in fact is n't at all . not so much profound for a such subject . "" eternity "" never - ending life . experiences after death and "" dejavu "" . the film is not as a comedy but is n't funny at all , at least not express yet . it 's so naive . charming film but naive film . a must to avoid . the middle ages sequences seems coming directly from fairy tales and it 's"	
1	"from the first to the last scene , this film is made very realistically , even too realistically that sometimes we ca n't see details in night scenes(it 's dark as real night),in the desert(sunshine is so strong as in real desert ) . < br /><br />script and actor 's play are also very realistic . shots and episodes are edited not to show things and events "" effectively "" , to "" explain "" them , or , as many hollywood films do , to "" entertain "" viewers . editing here is to represent the events as"	
0	"this movie had horrible lighting and terrible camera movements . this movie is a jumpy horror flick with no meaning at all . the slashes are totally fake looking . it looks like some 17 year - old idiot wrote this movie and a 10 year old kid shot it . with the worst acting you can ever find . people are tired of knives . at least move on to guns or fire . it has almost exact lines from "" when a stranger calls "" . with gruesome killings , only crazy people would enjoy this movie ."	
1	actually , i have more a question , than a comment . i loved z - boys , and the lords of dogtown . saw lords first , then the doc , and while i loved the story , i am curious as to why in the movie , sid was an important character , but in the documentary , he was n't part of the team , and only merely mentioned as just some kid they knew . does anyone know the story on that ? the story of these boys was amazing . i never experienced the skateboarding	
0	surely this deserves to be in the bottom 10 films of all time , pity it 's just a tv movie . rubbish that only we british can produce ! it perhaps has some merit in the so awful it 's good scale . watch out for scene where they start dancing !	
0	"i was one "" chosen "" to see this movie in a sneak preview.<br /><br />first you should know that this film is based on the video game "" far cry "" , a for its time really good game ( 2004 ) . second you should know that the regisseur of this flick is the great uwe boll . this is a man , who takes video games ( dungeon siege , bloodrayne , postal , etc . ) and makes movies out of them ( very horrible ones .... ).<br /><br />i still remember when i saw boll"	
1	"some of the reviewers here have foolishly judged this silent film by political - correctness standards of today . < br /><br />""battle "" was an excellent film for several reasons , correctly noted by more rational reviewers : superb cast , lots of action , innovative editing and photography . < br /><br />its stars were in effect the d.w. griffith stock company and to this silent movie fan , that is inducement enough to watch it and to enjoy it . < br /><br />i saw it many years ago and just watched it again at youtube ;"	
0	the only reason this show did not get a 0 is because one is not available . this show has gone from informative news to sensationalized claptrap . i tried to support this show in its decline , because i like human interest stories and primetime used to have some very good ones . unfortunately , april 21st has forever changed my mind about this show and the unethical newscasters that participate in it . abc actually recorded a brutal case of child abuse and then refused to show it until the statute of limitations had run out and the	
1	randolph scott and glenn ford were once outlaw pals together , but now scott 's a sheriff and young ford is still hiring his gun out . he gets hired to pull a bank job , but is delayed getting to town and those that hired him get someone else . that leads to all kinds of complications , a lot for a film that 's not even 90 minutes long.<br /><br />randy and glenn both got girls here . claire trevor plays her usual good time gal with a heart of gold . and evelyn keyes is the daughter	
1	it 's a simple fact that there are many of us from the 80 's generation who grew up loving those loopy john cusack comedies made by savage steve holland , and while i prefer there other more bizarre , out - there flick , better off dead , it 's hard for me to dislike one crazy summer , a movie i grew up loving wholeheartedly as a kid into my teens . ocs was a follow - up to better off dead , returning cusack and curtis armstrong from that film . < br /><br />cusack is hoops	
1	he 's not your conventional cab driver.<br /><br />this guys got issues . with his wife , with his son , a priest , all his fares , his ex - partner and most of all himself . and the greatest thing is they just throw us all into it . so we have to keep watching to find out more about his past.<br /><br />the idea may not be original but david morse makes it so . i think this is a great show , and i hope people catch - on before the season 's over . <	
0	"talk about rubbish ! i ca n't think of one good thing in this movie . the screenplay was poor , the acting was terrible and the effects , well there were no effects . i ca n't believe the writer of this movie did identity , everything in this movie made me sick to start to finish.<br /><br />the front cover of the video box shows a showman with shark like teeth and scary eyes . i looks like a scary villain , but like the old saying "" never judge a book by it 's cover "" ,"	
0	"in a world where humans can live forever you spend the entire movie wishing they would die . first off if you insist on watching this movie do two things first put it on mute , do n't worry you miss a plot , hell they do n't even talk for the first 70 min of an 87 min movie , after putting on mute you must now hit fast forward till the main chick dies do n't worry even if your paying attention you wo n't know why or how she died . once you get to the """	
0	this is a stupid movie . like a lot of these karate movies it is badly written , awkward , and sometimes just stupid . the action really is n't all there and the movie overall leaves much to be desired . everyone here is talking jive , doing bad karate and doing a very bad job of acting . < br /><br />watch for scatman crothers in a small role , he is too good for this movie overall . jim kelly is good at karate , but he is a terrible actor . gloria hendry is real bad	
0	when underdog the cartoon debuted in 1964 , at the age of 7 i was hooked immediately . he was top dog ( pun intended ) in my book-(that is , until batman premiered on abc a year or so later ) . even when it was clear that disney was going to make a live - action version of the once popular saturday morning cartoon , it was equally clear to me that it was going to be a piece of crap . even reading the reviews in the papers seemed to confirm this . however , i made	
0	eghads , what a bad movie . tart is perhaps the very worst movie i 've seen all year , and i 've run across some doozies . there is nothing redeeming about this trash , from the characterization to the direction to the plot . even the usually brilliant dominique swain could n't save this movie . none of the characters are in the least bit sympathetic , with the possible exception of eloise ( wonderfully portrayed by lacey chabert , the only bright spot in this dismal failure).<br /><br />*******possible spoilers********<br /><br />the main problem with tart is	
1	this episode introduces us to the formal dress uniforms worn here by captain picard , commander riker , and lieutenant tasha yar . the plot of this episode deals with 2 groups of separate alien delegates , the anticans and the selae who try to capture and eat each other at every turn . the 2 sides really hate each other , and it is up to riker and tasha to contain them and keep them out of trouble.<br /><br />meanwhile a mysterious spacial anomaly goes around the ship injuring and killing a few of the crew members . but	
0	usually , i start my reviews with an explanation of how and why i watched the film i 'm reviewing . with this , i simply can not explain . i needed to be awake early for work the next day so the last thing i wanted to do was watch a film that i did n't know anything about . but something kept me glued to my comfy futon as i watched this heather graham vehicle . oh , that 's right . boredom.<br /><br />graham plays joline , a bohemian nut - case who seems more obsessed with	
1	one of the more obscure of anthony mann 's westerns , the last frontier was also his only cavalry western ( aside from one brief episode in winchester ' 73 ) , though naturally he focuses on the outsiders and internal conflicts rather than offering a fordian celebration of comradeship and shared ideals . set not in his beloved high country but in the foothills and forests , it 's a much more cynical view of life of the frontier , in many ways his fort apache without the need to preserve the legend : this outpost is made up	
1	i first saw robin hood : men in tights back in 1994 in the cinema . i went to see it because i always liked robin hood and i saw the trailer of this movie and thought it was hilarious . after i saw the movie i must say it was even better than i thought . not only is it very funny , it 's also a very well made movie with beautiful sets and costumes and a very beautiful score by hummie mann . the acting in the movie is also good , cary elwes is funny as	
0	someone said that webs is a lot like an episode of sliders , and i have to agree . spoilers : i never liked the actors on sliders , and rarely have seen it except when nothing better was on . webs is the kind of movie to see if you have no other choices . read a book . webs has those kind of tv has - been actors that look like they are there as part of their probation or work release program . some low budget tv movies have actors that at least look enthusiastic . the	
0	another try , another miss . france may be doomed for not being able to produce a good horror movie . i mean ... the least they could do was to shoot the movie in the forest of brocéliande , but even the forest is fake ! it was shot near paris ! the subject is useless , the actors are really insignificant and the text makes you wish you were deaf . nothing could save it.<br /><br />bad ... to the bone . i was n't warned . i want my money back .	
0	"this movie was terrible ... how can somebody even think that this movie was like the ones back in the "" good old days "" when tim thomerson was not even in it . and to make things worse , they used clips from old trancer movies . that s just terrible . no trancer movie is complete without tim thomerson . i love fullmoon films , and i have been watching them since i was 4 years old . i have been through everything they have done and this movie almost made me lose it . now i got"	
0	"i had seen rik mayall in blackadder and the new statesman , so i thought i 'd give this film a try.<br /><br />at around 4 pm i bought it , at around 8 pm i started to watch , at around 8.15pm i fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain ... but there was n't . at around 8.45pm i threw the dvd into the dustbin . and that 's where this "" film "" belongs.<br /><br />what ever happened to british humour ? the humour"	
1	"< br /><br />having read the unemployed critic 's , review , i went to a screening of "" radio "" not knowing what to expect . thankfully , the unemployed critic now appears , to me anyway , a frustrated film director / movie critic . his review is callous and totally uncalled for!<br /><br />this is a movie that will make you laugh , it will make you cry and in the end it will give you a moment of pause!<br /><br />to paraphrase a line delivered by actor ed harris in the final barbershop scene "" ..."	
0	even with the low standards of a dedicated horror fan , i found this film to be beyond awful . it was a huge disappointment since it was featured as one of the eight horrorfest films . i can only hope the other seven were better . i was actually embarrassed for the friends i was able to convince to see this , and these are the same friends i made watch the remake of the wicker man . it has every cliché in the book . in fact , it went out of its way to include them .	
1	k - pax is exactly what a heart warming film should be . the story is about a mysterious mental patient prot , played by kevin spacey , and his unbelieving psychiatrist dr. powel , played by jeff bridges . the two have a very friendly bond , and as their relationship grows dr. powel ca n't help but wonder whether or not there is more to his mysterious patient , who insists he is from another planet called k - pax . this film is very funny , and kevin spacey pulls of well placed one liners as if	
1	for only doing a few movies with his life the late great chris farley . farley died at the end of 1997 and will be missed mostly by his co actor in tommy boy , david spade . from the lame police academy 4 spade really has done good with his career in films . tommy boy is a classic and we will always remember chris farley when we watch it . from appearing on saturday night live to doing tommy boy , black sheep , beverley hills ninja , almost heroes , billy madison , and dirty work .	
0	this film was basically set up for failure by the studio . one , anne rice ( author of the book ) offered to write the screen play but was refused by the studio . two , they tried to stuff 2 in depth novels in to a 2hour movie.<br /><br />i maintain the only way for these two books -vampire lestat and queen of the damned- to work in a live action form would be through a mini - series . first off the the vampire lestat alone takes place from the 1700 's to the 1980 's and	
1	i love this movie ! it has everything ! bonnie hunt did a fantastic job co - writing , directing and co - starring in this film . david duchovny is just plain hot . and minnie driver is as cute as ever . combine all that talent with david allen grier , carol o'connor , robert loggia , joley richardson , and jim belushi you have a oscar worthy movie ! i 'm surprised they did n't get one . if you have n't seen it , go rent the dvd , watch it once then put directors commentary	
0	"this film is a nightmare ! the sensation you feel when you wake up from a nightmare is the same i got when i finished watching this movie : "" uff ok , it ended , what a relief ! "" i felt pain watching this movie , so bad it was ! it 's a b - series low cost movie , that 's for sure , but i think it not an excuse to be so bad ! i 've watched brilliant low cost movies , with nice plots , nice production , nice acting , and most"	
1	" mr. bug goes to town "" was the last major achievement the fleischer studios produced . the quality of the superman series produced at the same time is evident in this extraordinary film.<br /><br />the music and lyrics by frank loesser and hoagy carmichael ( with assistance by flieshcer veteran sammy timberg are quite good , but not as much as the scoring of the picture by leigh harline who also scored snow white for disney . harline 's "" atmospheric music "" is superb , and a treat for the ears.<br /><br />the layout and staging of the"	
1	this movie is just great ... it starts out real slow and boring but as the movie progresses ..... well the fun keeps on coming . the power of the movie is perhaps in it 's subtle references to a lot ( and i mean a lot ) of other movies . for me the best part was perhaps the bruce lee / crouching tiger , hidden dragon scene . how the two actors switches from french to chinese or whatever asian language it was , it was awesome . then the jokes with the names , they are hilarious	
0	"there 's nothing wrong with softcore but this one is pretty clinical - lots of nudity but it 's all fake ( of course , it 's always fake - it 's a movie but you know what i mean ) . there 's no sexuality or erotica , it 's all random nudity and poor acting of "" lust "" and sex with each other.<br /><br />part of it is of course , your personal preference . these women clearly have some body issues with their piercings , tattoos and silicon - not to mention that overly plastique &"	
0	it is unsettling seeing so many people giving outrageously high ratings to this film . some of the praise uses such twisted reasoning ( and transparent agendas that betray a simple love of anything that is in any way critical of the u.s. ) that it approaches hysteria.<br /><br />heaven 's gate is a bad movie , it is fundamentally awful . endless scenes using elaborate shots that serve no purpose , muddy dialogue , murky narative , no sense of any theme aside from excess ... <br /><br />the high rating of this disaster is a product of revisionist	
0	hollywood movie industry is the laziest one in the entire world . it only needs a single hit to flood theaters with the same old crap re - invented over and over again . take superheroes for example , for each x - man and spiderman , there are daredevil , elektra , ghost rider and hulk . japanese horror remakes are even worst . it only took the ring , which was pitch - perfect ( mostly because of mr. gore verbinsky ) , to bring a ton of look - alike creepy - woman based horrors , e.g.	
1	it is a shame that this series has n't been remastered and produced on video by warner or some other professional movie house.<br /><br />copies of most episodes are available , but are usually of poor quality , being copies of copies of copies.<br /><br />as i understand it , 92 episodes were produced during its run , but only 15 are noted here.<br /><br />some of the series writers , such as richard matheson , went on to become noted authors.<br /><br />excellent series , well written , well staged and well produced.<br /><br />michael weldon,<br /><br />udon thani	
0	i gave this movie a rating of 1 because it is by far , the worst movie i 've ever seen in my life . this movie was made in 2003 and i 've seen movies made in the 60 's with better special effects . i wish i could go into detail , but words ca n't describe how crappy this movie was . i could have done better with a home video camera and $ 20 ! i pray that chuck norris never makes a movie again . now if you think i 'm downing this movie because	
1	i saw the d 's new film tonight at a special advance screening , and i was so blown away by its sheer greatness that i felt i had to come onto imdb and get the word out . admittedly , i was already a huge fan of the d 's work - i loved the hbo series and listen to their music weekly ( there 's nothing better to sing along to ) , but this appreciation actually made me more apprehensive going into to tonight 's screening ( for we 've all been disappointed one time or another	
1	wtf ! ! do any of his books / movies end in a happy ending ? ? the notebook was good ... but sheesh , enough with the depressing endings already . i 'm told that he writes about realistic situations that people deal with in real life . understandable ... but sometimes it 's nice to see people who have sacrificed their whole lives to only get to a mediocre unhappy time in their lives - to finally find the true meaning of happiness and are able to live it out for the rest of their days . do	
0	"this is about as stupid as it gets.<br /><br />a classic case of two - dimensional characters who always act exactly contrary as to what a sane person would do in the same situation . it reminds me of a scene in "" scary movie "" where carmen electra flees from the killer . there are two signs , one marked "" to safety "" , the other one "" to sure death "" ( i am reciting from memory).<br /><br />and just like in scary movie , the characters always run into the direction marked "" sure death """	
0	"the film is a gross misrepresentation of orthodox lifestyle and practice . never will a jewish court enforce a divorce between childless couples . although the concept exists in jewish law , the conditions are too numerous for it to actually ever take place . childless couples do find it difficult to cope with their childlessness in a community where children are a very important part of life , but nowhere are they "" rejected "" by their community as depicted in the film . they are treated with extreme sensitivity . in fact , many great rabbis have lived"	
1	"i saw this film on tv in the uk some 25 years ago and it has resonated with me ever since . my interest has recently been rekindled by visiting hilton head - the next island over from "" yamacraw "" ( daufuskie actually ) , and reading pat conroy 's excellent "" the water is wide "" . with the benefit of knowledge i have reappraised conrack and consider it a masterpiece . jon voight captures the spirit of conroy and the atmosphere of the film brings the book to life with some accuracy - a hollywood rarity ."	
0	oh dear , oh dear ! what were they thinking of ? terrible script , terrible acting . i do n't even feel sorry for the actors ... they took their cheques to the bank and smiled happily.<br /><br />since when did an air shaft from charing cross pop out at bank ? why are vehicles crossing tower bridge going in towards the city when the surge hit ? why is tower bridge not crowded when the city is being evacuated ? how does carlyle dive into a raging torrent .... and survive ? i could go on ... and	
1	lauren himmel 's debut movie is well directed with a nice polished feel to it . there 's a strong storyline going on with a meaningful point to it all even if at the end nothing is resolved hence the name treading water . the storyline revolves around a lesbian couple and their battle with ones mother for acceptance . 7.5/10	
0	"i watched this basically for the sole reason that it was supposed to have third reich references in it . it turned out a pretty brainless and predictable slasher film that appeared to be made to appeal to feminists or something.<br /><br />let me tell you something , if you wait an entire movie to see the attractive female lead 's breasts , the last thing you want is a "" tastefully "" done sex scene with annoying camera angles that do n't show anything . her busty friend did n't get hers out either , but we saw plenty"	
1	great characters , great acting , great dialogue , incredible plot twists in plain language one of the best shows i 've ever seen in my life . do yourself a favor and watch this show , you wo n't regret it . this show re - writes the book on sci - fi !	
1	" two hands "" is a hilarious australian gangster movie set in really sultry sydney . i bet tourists never envisage sydney and bondi to look like it did in this film : all sweaty bodies , oppressive nighttime and gangsters in nylon shorts and jandals . heath ledger plays an amateur boxer with an eye on becoming part of the local king 's cross boss 's gang . he looked rather magnificent in his green wife beater and blue patterned budgie smuggler . a sweaty tattooed bod does become him . i always had him down as a """	
0	i loathe , despise , and hate this film with a passion that makes the red hot gates of hell look cold by comparison . it 's nothing but a campy , frightening , and completly shoddy trip down memory lane to that oh - so - nasty time , the 70 's , a decade i m glad i was nt a part of if this absolute trite is all that was on offer!<br /><br />the animation is sickeningly dated , not least of all with it 's tacky , missing frames , and characters with huge , bulbous	
1	although flawed in it 's view of homosexuals , this movie will shed light for the viewer about the myths and inaccuracies concerning aids . despite the depressing subject matter , this film depicts a warm friendship between two boys , and will make you laugh as well as cry . very well - acted by all , especially joseph mazzello and brad renfro . the language is a little strong , though appropriate , and it 's an entertaining and intelligent film for the whole family . but remember to have the kleenex ready !	
0	"this film was sheer boredom from beginning to end . ok , so i salute boorman for raising the worldwide recognition of events in burma , but that is all he achieves . about 10 minutes into the film i thought "" oh no , here we go again "" , and i could have told you exactly what was going to occur in the next 80 minutes or so . patricia arquette was out of her depth in such a role , and her acting was wooden and unconvincing . mind you , being saddled with such an awfully"	
0	" tart "" is a pathetic attempt at film making which wanders around and among a bunch of manhattan teens exploring all the usual teen preppie stuff ... sex , drugs , and classical music almost completely without story , focus , or purpose . griffith is in the film for about 2 minutes while swain dutifully works her way through another in her long list of dog flicks . nothing in this films works and wayne should consider getting a real job . not recommended for anyone . pu ! ugh ! ( d )"	
0	"in 1990 i saw kathy ireland in person - i was at unt in denton during the filming of "" necessary roughness . "" strangely enough , the voice she 's using in this film is n't too far off from her real speaking voice.<br /><br />anyway , the plot goes like this : kathy gets a letter telling her that her father 's fallen into a bottomless pit in africa . she goes and investigates the site of her father 's death , only to get sucked into a subterranean world that 's part dystopian nightmare , part uninspiring"	
0	"i have seen many - possibly too many straight - to - video , no budget slasher films and have developed a taste for the "" good ones "" , or the ones that are less sucky , as ridiculous as that sounds , hahaha . dr . chopper , is what i kindly like to refer to as ... absolute crap . nothing about it is enjoyable - the acting sucks , the characters suck , the killer sucks , the gore is minimal ... and sucks . it is about a group of college friends who drive out"	
1	i just re - watched this thriller , one i had previously believed to be one of hitch 's lesser efforts . how wrong can you be ! maybe because i 'm older , or maybe because the film gets better with every viewing , but now i think it 's amazing . every bit of suspense is wrung out of the tiniest detail , and that final scene on the merry - go - round is just breath - taking ! perfect in every way , highly recommended .	
1	i m a huge m lillard fan that 's why i ended up watching this movie . honestly i doubt that if he was n't in the movie i would of enjoyed it as much or even watched it but once i did watch it realize the story was pretty decent . a bad ending i must say but i did see it coming . it 's a low budget movie and some of the actors were n't really good but all in all i rated this movie 7/10.<br /><br />the suspense of wondering what lillard was actually up to	
